,Review,Label,Review_Clean,absa,polarity
64,"Had a great lunch.
Not too busy during the lunch time.
Enjoyed the food and the great service. …",POSITIVE,"had a great lunch.
not too busy during the lunch time.
enjoyed the food and the great service.  ","[['lunch', ['great', 'had']], ['lunch', ['time']], ['time', ['lunch']], ['food', ['enjoyed']], ['service', ['great']]]","[['lunch', 'POSITIVE'], ['lunch', 'POSITIVE'], ['time', 'NEUTRAL'], ['food', 'POSITIVE'], ['service', 'POSITIVE']]"
65,Excellent steak restaurant that is perfect for special occasions,POSITIVE,excellent steak restaurant that is perfect for special occasions,"[['steakrestaurant', ['excellent', 'perfect']]]","[['steakrestaurant', 'POSITIVE']]"
66,"Truly deserving a Michelin star, Iggy Chan's restaurant is still a must stop if you're on a gastronomical tour in Singapore. The food they create explodes with intricate flavours in your mouth all served in a timely and precise fashion. …",POSITIVE,"truly deserving a michelin star, iggy chan's restaurant is still a must stop if you are on a gastronomical tour in singapore. the food they create explodes with intricate flavours in your mouth all served in a timely and precise fashion.  ","[['michelinstar', ['restaurant']], ['chan', ['iggy']], ['restaurant', ['michelinstar', 'deserving']], ['tour', ['you', 'gastronomical']], ['singapore', []], ['food', ['served', 'create', 'explodes']], ['create', ['they', 'food']], ['fashion', ['timely']]]","[['michelinstar', 'NEUTRAL'], ['chan', 'NEUTRAL'], ['restaurant', 'POSITIVE'], ['tour', 'NEUTRAL'], ['food', 'POSITIVE'], ['create', 'NEGATIVE'], ['fashion', 'NEUTRAL']]"
67,I like this restaurant,POSITIVE,i like this restaurant,"[['restaurant', ['like']]]","[['restaurant', 'POSITIVE']]"
68,"Very nice restaurant with warm staff, especially Benn👍👍
Very good experience with Rice Wine ""SAKE"" …",POSITIVE,"very nice restaurant with warm staff, especially benn
very good experience with rice wine ""sake""  ","[['restaurant', ['nice']], ['staff', ['warm']], ['experience', ['especially', 'benn', 'good']], ['ricewine', ['sake']]]","[['restaurant', 'POSITIVE'], ['staff', 'POSITIVE'], ['experience', 'POSITIVE'], ['ricewine', 'NEUTRAL']]"
69,Fabulous!,POSITIVE,fabulous!,[],[]
70,Perfect. Service 🏆Ambient 🏆 The mains gold 🥇 🥇 🥇. Especially the Brevette first light steak. Just perfect. …,POSITIVE,perfect. service ambient  the mains gold   . especially the brevette first light steak. just perfect.  ,"[['perfect', []], ['service', ['ambient']], ['ambient', ['service']], ['gold', ['mains']], ['steak', ['especially', 'brevette', 'first', 'light']], ['perfect', ['just']]]","[['service', 'POSITIVE'], ['ambient', 'NEGATIVE'], ['gold', 'NEUTRAL'], ['steak', 'POSITIVE'], ['perfect', 'POSITIVE']]"
71,"Eating it Komala Vilas is not just for the taste (though the dishes they serve are tasty) but - for me - is even more so for the atmosphere. The place is full of locals and tourists, all ordering different dishes that challenge the nostrils and please the eye.",POSITIVE,"eating it komala vilas is not just for the taste (though the dishes they serve are tasty) but - for me - is even more so for the atmosphere. the place is full of locals and tourists, all ordering different dishes that challenge the nostrils and please the eye.","[['komala', ['vilas']], ['taste', ['not', 'just']], ['tasty', ['dishes']], ['place', ['full']], ['please', ['eye']], ['eye', ['please']]]","[['komala', 'NEUTRAL'], ['taste', 'NEGATIVE'], ['tasty', 'POSITIVE'], ['place', 'POSITIVE'], ['please', 'POSITIVE'], ['eye', 'POSITIVE']]"
72,Love the food!,POSITIVE,love the food!,"[['food', ['love']]]","[['food', 'POSITIVE']]"
73,"Delicious Chinese cuisine with a twist. Must try are their soups, mentaiko cod fish and their beef.",POSITIVE,"delicious chinese cuisine with a twist. must try are their soups, mentaiko cod fish and their beef.","[['cuisine', ['delicious', 'chinese']], ['twist', []], ['fish', ['cod']], ['beef', []]]","[['cuisine', 'POSITIVE'], ['fish', 'NEGATIVE']]"
74,Great and warm service. Food is always executed at the highest standards.,POSITIVE,great and warm service. food is always executed at the highest standards.,"[['service', ['great']], ['food', []]]","[['service', 'POSITIVE']]"
75,Absolutely delicious menu...exclusive drinks menu...And best part is the awesum views from 57 th floor..almost 360 degree views 💕💕 …,POSITIVE,absolutely delicious menu...exclusive drinks menu...and best part is the awesum views from 57 th floor..almost 360 degree views   ,"[['part', ['best', 'views']], ['awesum', ['views']], ['th', ['floor']], ['floor', ['th']]]","[['part', 'POSITIVE'], ['awesum', 'NEGATIVE'], ['th', 'POSITIVE'], ['floor', 'NEUTRAL']]"
76,"Friendly and very attentive team of staff. Food was served promptly, and as per ordered.
Tagliata de Boeuf with a strong garlic butter sauce that is made for garlic …",POSITIVE,"friendly and very attentive team of staff. food was served promptly, and as per ordered.
tagliata de boeuf with a strong garlic butter sauce that is made for garlic  ","[['team', ['friendly']], ['staff', []], ['food', []], ['tagliata', []], ['buttersauce', ['strong', 'garlic', 'made']]]","[['team', 'POSITIVE'], ['buttersauce', 'POSITIVE']]"
77,The food is very authentic Greek and yummy. Love their octopus and pavlova. Though it'd be nicer if the staff could be more attentive.,POSITIVE,the food is very authentic greek and yummy. love their octopus and pavlova. though it would be nicer if the staff could be more attentive.,"[['food', ['authentic']], ['greek', []], ['yummy', []], ['octopus', ['love']], ['pavlova', []], ['staff', ['attentive']]]","[['food', 'POSITIVE'], ['octopus', 'POSITIVE'], ['staff', 'POSITIVE']]"
78,Michelin worthy!!,POSITIVE,michelin worthy!!,[],[]
79,"Love the food here! Chicken in the chillies was surprisingly tender and the right amount of spicy. The barramundi in the pickled mustard sauce was delicious, fish is crispy on the outside and tender inside while the broth is so refreshing …",POSITIVE,"love the food here! chicken in the chillies was surprisingly tender and the right amount of spicy. the barramundi in the pickled mustard sauce was delicious, fish is crispy on the outside and tender inside while the broth is so refreshing  ","[['food', ['love']], ['chicken', ['tender']], ['amount', ['right']], ['spicy', []], ['barramundi', ['delicious']], ['crispy', ['fish']], ['tender', ['inside']]]","[['food', 'POSITIVE'], ['chicken', 'NEGATIVE'], ['amount', 'POSITIVE'], ['barramundi', 'POSITIVE'], ['crispy', 'NEGATIVE'], ['tender', 'NEUTRAL']]"
80,"Great quality food at a price I feel is reasonable for its quality. Finally I can get authentic paella. The rice was a little bit too hard though. Beef cheek was super tender, croquette was awesome too. Would come back.",POSITIVE,"great quality food at a price i feel is reasonable for its quality. finally i can get authentic paella. the rice was a little bit too hard though. beef cheek was super tender, croquette was awesome too. would come back.","[['qualityfood', ['great', 'reasonable']], ['pricei', ['feel']], ['feel', ['pricei']], ['quality', []], ['paella', ['authentic', 'get']], ['rice', ['hard']], ['tender', ['beefcheek', 'super']], ['croquette', ['awesome']], ['awesome', ['croquette', 'too']]]","[['qualityfood', 'POSITIVE'], ['pricei', 'POSITIVE'], ['feel', 'NEUTRAL'], ['paella', 'POSITIVE'], ['rice', 'NEGATIVE'], ['tender', 'POSITIVE'], ['croquette', 'POSITIVE'], ['awesome', 'NEGATIVE']]"
81,"Dishes are truly an art in itself. Restaurant was full on a mid-week in December. Nice ambience, very delicate and tasty pieces of edible art. Take your time to taste and enjoy the food!",POSITIVE,"dishes are truly an art in itself. restaurant was full on a mid-week in december. nice ambience, very delicate and tasty pieces of edible art. take your time to taste and enjoy the food!","[['art', ['dishes', 'truly']], ['december', []], ['ambience', ['nice']], ['tasty', []], ['art', ['edible']], ['time', ['take']], ['taste', []], ['food', ['enjoy']]]","[['art', 'POSITIVE'], ['ambience', 'POSITIVE'], ['art', 'POSITIVE'], ['time', 'POSITIVE'], ['food', 'POSITIVE']]"
82,"Good food &amp; friendly service especially Judy
She taught us how to eat crab and the food was so delicious.",POSITIVE,"good food &amp; friendly service especially judy
she taught us how to eat crab and the food was so delicious.","[['food', ['good', 'delicious']], ['amp', []], ['service', ['friendly']], ['food', ['good', 'delicious']], ['delicious', ['food', 'so']]]","[['food', 'POSITIVE'], ['service', 'POSITIVE'], ['food', 'POSITIVE'], ['delicious', 'NEGATIVE']]"
83,Good,POSITIVE,good,[],[]
84,Good french food.,POSITIVE,good french food.,"[['food', ['good', 'french']]]","[['food', 'POSITIVE']]"
85,"Good food - good service and reasonably priced. The restaurant is small, so best to make a reservation.",POSITIVE,"good food - good service and reasonably priced. the restaurant is small, so best to make a reservation.","[['food', ['good']], ['service', ['good']], ['restaurant', ['small']], ['make', ['reservation']], ['reservation', ['make']]]","[['food', 'POSITIVE'], ['service', 'POSITIVE'], ['restaurant', 'NEGATIVE'], ['make', 'NEUTRAL'], ['reservation', 'POSITIVE']]"
86,"My partner and I went for the first time to Koma. We felt welcomed and cared for by the team at Koma. Our waiter Ron was incredible, he was always there and made sure we were looked after all the time. I’d like to thank him for all the …",POSITIVE,"my partner and i went for the first time to koma. we felt welcomed and cared for by the team at koma. our waiter ron was incredible, he was always there and made sure we were looked after all the time. i d like to thank him for all the  ","[['partner', ['went']], ['time', ['first']], ['koma', []], ['felt', ['we', 'welcomed']], ['team', []], ['koma', []], ['waiterron', ['incredible']], ['time', []], ['thank', ['like', 'him']]]","[['partner', 'POSITIVE'], ['time', 'POSITIVE'], ['felt', 'NEUTRAL'], ['waiterron', 'NEUTRAL'], ['thank', 'POSITIVE']]"
87,"To be honest, it’s just expensive. But I don’t care, because Foods and atmosphere are so nice. Especially, All staffs have high hospitality definitely. A staff gave me a glass of drink for free surprisingly because I opened the door for a …",POSITIVE,"to be honest, it s just expensive. but i don t care, because foods and atmosphere are so nice. especially, all staffs have high hospitality definitely. a staff gave me a glass of drink for free surprisingly because i opened the door for a  ","[['honest', []], ['care', ['i', 't']], ['hospitality', ['high', 'have']], ['staff', ['gave']], ['glass', ['gave']], ['drink', []], ['door', ['opened']]]","[['care', 'NEGATIVE'], ['hospitality', 'POSITIVE'], ['staff', 'POSITIVE'], ['glass', 'POSITIVE'], ['door', 'NEGATIVE']]"
88,"Staff’s are friendly and they will observe the food thy you didn’t finish and ask for feedback..
Great environment!",POSITIVE,"staff s are friendly and they will observe the food thy you didn t finish and ask for feedback..
great environment!","[['staff', ['friendly']], ['ask', []], ['feedback', []], ['environment', ['great']]]","[['staff', 'POSITIVE'], ['environment', 'POSITIVE']]"
89,Great peranakan food with a twist!The price is above average but well worth it..We ordered the blue crab curry whereby the crab meat was so sweet and succulent and curry goes so well with the rice. The Babi ponteh was great too which was tender and very flavourful..,POSITIVE,great peranakan food with a twist!the price is above average but well worth it..we ordered the blue crab curry whereby the crab meat was so sweet and succulent and curry goes so well with the rice. the babi ponteh was great too which was tender and very flavourful..,"[['food', ['great', 'peranakan']], ['twist', []], ['price', []], ['average', []], ['..', []], ['crabcurry', []], ['crabmeat', []], ['succulent', []], ['curry', []], ['rice', []], ['tender', ['which']], ['flavourful', ['very']], ['..', []]]","[['food', 'POSITIVE'], ['tender', 'NEUTRAL'], ['flavourful', 'POSITIVE']]"
90,Love this for healthy middle eastern food. The hummus I love 💕 …,POSITIVE,love this for healthy middle eastern food. the hummus i love   ,"[['food', ['healthy', 'eastern']], ['hummusi', []]]","[['food', 'POSITIVE']]"
91,"Review of Saint Pierre, Singapore

In the heart of Singapore, nestled amidst its iconic skyline, lies a gastronomic …",POSITIVE,"review of saint pierre, singapore

in the heart of singapore, nestled amidst its iconic skyline, lies a gastronomic  ","[['review', ['lies']], ['saintpierre', []], ['heart', []], ['singapore', []], ['amidst', []], ['skyline', ['iconic']]]","[['review', 'NEGATIVE'], ['skyline', 'NEUTRAL']]"
92,Nice place,POSITIVE,nice place,"[['place', ['nice']]]","[['place', 'POSITIVE']]"
93,Loved it. Food was delicious. Friendly people.,POSITIVE,loved it. food was delicious. friendly people.,"[['food', ['delicious']], ['delicious', ['food']]]","[['food', 'POSITIVE'], ['delicious', 'NEGATIVE']]"
